ID: 6612131616898439241, 名称: Red Bull TV, 接口: https://0b73ace69ebb45eaa249bb87837cb958.mediatailor.us-west-2.amazonaws.com/v1/manifest/ba62fe743df0fe93366eba3a257d792884136c7f/LINEAR-644-WORBUSENFAST-LG_US/a9fb7059-0e09-45d6-a75e-7740c2bf8316/1.m3u8, 来源: 订阅源, 协议类型: ipv4, 位置: 美国-俄勒冈州-姆尔特诺默县, 运营商: Amazon数据中心, 延迟: 452 ms, 速率: 9.50 M/s, 分辨率: 1920x1080, 帧率: 30.0, 视频编解码器: h264, 音频编解码器: aac
ID: 1957436958297332789, 名称: Sportsnet Ontario CA, 接口: http://kstv.us:8080/4VUyfZBQzk/95104974615/40615, 来源: 订阅源, 协议类型: ipv4, 位置: 美国, 运营商: , 延迟: 231 ms, 速率: 5.38 M/s, 分辨率: 1920x1080, 帧率: 59.94005994005994, 视频编解码器: h264, 音频编解码器: aac
ID: -5218165050044326096, 名称: Sportsnet East CA, 接口: http://kstv.us:8080/4VUyfZBQzk/95104974615/40617, 来源: 订阅源, 协议类型: ipv4, 位置: 美国, 运营商: , 延迟: 192 ms, 速率: 6.52 M/s, 分辨率: 1920x1080, 帧率: 59.94005994005994, 视频编解码器: h264, 音频编解码器: aac
ID: 7993176948183908721, 名称: Sportsnet West CA, 接口: http://kstv.us:8080/4VUyfZBQzk/95104974615/40613, 来源: 订阅源, 协议类型: ipv4, 位置: 美国, 运营商: , 延迟: 214 ms, 速率: 4.49 M/s, 分辨率: 1920x1080, 帧率: 59.94005994005994, 视频编解码器: h264, 音频编解码器: aac
ID: 6737681855212363731, 名称: Sportsnet Pacific CA, 接口: http://kstv.us:8080/4VUyfZBQzk/95104974615/40614, 来源: 订阅源, 协议类型: ipv4, 位置: 美国, 运营商: , 延迟: 258 ms, 速率: 5.03 M/s, 分辨率: 1920x1080, 帧率: 59.94005994005994, 视频编解码器: h264, 音频编解码器: aac
ID: 6329734743366419120, 名称: Sportsnet 360 CA, 接口: http://kstv.us:8080/4VUyfZBQzk/95104974615/40618, 来源: 订阅源, 协议类型: ipv4, 位置: 美国, 运营商: , 延迟: 210 ms, 速率: 3.21 M/s, 分辨率: 1280x720, 帧率: 59.94005994005994, 视频编解码器: h264, 音频编解码器: aac
ID: -8627872401445311177, 名称: Sportsnet ONE CA, 接口: http://kstv.us:8080/4VUyfZBQzk/95104974615/40616, 来源: 订阅源, 协议类型: ipv4, 位置: 美国, 运营商: , 延迟: 222 ms, 速率: 5.34 M/s, 分辨率: 1920x1080, 帧率: 59.94005994005994, 视频编解码器: h264, 音频编解码器: aac
ID: 2833652993851151597, 名称: Sportsnet World CA, 接口: http://kstv.us:8080/4VUyfZBQzk/95104974615/15936, 来源: 订阅源, 协议类型: ipv4, 位置: 美国, 运营商: , 延迟: 180 ms, 速率: 4.25 M/s, 分辨率: 1280x720, 帧率: 60.0, 视频编解码器: h264, 音频编解码器: aac
ID: -7438743110732554431, 名称: Sky Sports Premier League UK, 接口: http://kstv.us:8080/4VUyfZBQzk/95104974615/47871, 来源: 订阅源, 协议类型: ipv4, 位置: 美国, 运营商: , 延迟: 127 ms, 速率: 4.09 M/s, 分辨率: 1920x1080, 帧率: 50.0, 视频编解码器: h264, 音频编解码器: aac
ID: 1946705815248764739, 名称: Sky Sports Main Event UK, 接口: http://kstv.us:8080/4VUyfZBQzk/95104974615/47868, 来源: 订阅源, 协议类型: ipv4, 位置: 美国, 运营商: , 延迟: 187 ms, 速率: 3.83 M/s, 分辨率: 1920x1080, 帧率: 25.0, 视频编解码器: h264, 音频编解码器: aac
ID: -8732702735220246480, 名称: Sky Sports News UK, 接口: http://kstv.us:8080/4VUyfZBQzk/95104974615/47870, 来源: 订阅源, 协议类型: ipv4, 位置: 美国, 运营商: , 延迟: 139 ms, 速率: 5.62 M/s, 分辨率: 1920x1080, 帧率: 50.0, 视频编解码器: h264, 音频编解码器: aac
ID: -3170885261286416234, 名称: Sky Sports Football UK, 接口: http://kstv.us:8080/4VUyfZBQzk/95104974615/47866, 来源: 订阅源, 协议类型: ipv4, 位置: 美国, 运营商: , 延迟: 192 ms, 速率: 4.54 M/s, 分辨率: 1920x1080, 帧率: 50.0, 视频编解码器: h264, 音频编解码器: aac
ID: -2503067724998043347, 名称: Sky Sports F1 UK, 接口: http://kstv.us:8080/4VUyfZBQzk/95104974615/47865, 来源: 订阅源, 协议类型: ipv4, 位置: 美国, 运营商: , 延迟: 168 ms, 速率: 9.39 M/s, 分辨率: 1920x1080, 帧率: 50.0, 视频编解码器: h264, 音频编解码器: aac
ID: -5813757233195907070, 名称: Sky Sports Cricket UK, 接口: http://kstv.us:8080/4VUyfZBQzk/95104974615/47864, 来源: 订阅源, 协议类型: ipv4, 位置: 美国, 运营商: , 延迟: 159 ms, 速率: 17.61 M/s, 分辨率: 1920x1080, 帧率: 50.0, 视频编解码器: h264, 音频编解码器: aac
ID: 1822884033265096226, 名称: Sky Sports Mix UK, 接口: http://kstv.us:8080/4VUyfZBQzk/95104974615/47869, 来源: 订阅源, 协议类型: ipv4, 位置: 美国, 运营商: , 延迟: 200 ms, 速率: 9.10 M/s, 分辨率: 1920x1080, 帧率: 50.0, 视频编解码器: h264, 音频编解码器: aac
ID: -470898392943583009, 名称: Sky Sports Golf UK, 接口: http://kstv.us:8080/4VUyfZBQzk/95104974615/47867, 来源: 订阅源, 协议类型: ipv4, 位置: 美国, 运营商: , 延迟: 151 ms, 速率: 9.34 M/s, 分辨率: 1920x1080, 帧率: 50.0, 视频编解码器: h264, 音频编解码器: aac
ID: 4624041452135829445, 名称: Sky Sports Racing UK, 接口: http://kstv.us:8080/4VUyfZBQzk/95104974615/47872, 来源: 订阅源, 协议类型: ipv4, 位置: 美国, 运营商: , 延迟: 197 ms, 速率: 4.87 M/s, 分辨率: 1920x1080, 帧率: 50.0, 视频编解码器: h264, 音频编解码器: aac
ID: 3016556422530150531, 名称: Sky Sports Action UK, 接口: http://kstv.us:8080/4VUyfZBQzk/95104974615/47862, 来源: 订阅源, 协议类型: ipv4, 位置: 美国, 运营商: , 延迟: 143 ms, 速率: 6.63 M/s, 分辨率: 1920x1080, 帧率: 50.0, 视频编解码器: h264, 音频编解码器: aac
ID: -8259250578146970847, 名称: TNT Sports 1 UK, 接口: http://kstv.us:8080/4VUyfZBQzk/95104974615/47850, 来源: 订阅源, 协议类型: ipv4, 位置: 美国, 运营商: , 延迟: 166 ms, 速率: 3.28 M/s, 分辨率: 1920x1080, 帧率: 25.0, 视频编解码器: h264, 音频编解码器: aac
ID: 2280015902444274598, 名称: Sky Sports+ UK, 接口: http://kstv.us:8080/4VUyfZBQzk/95104974615/47863, 来源: 订阅源, 协议类型: ipv4, 位置: 美国, 运营商: , 延迟: 121 ms, 速率: 8.46 M/s, 分辨率: 1920x1080, 帧率: 25.0, 视频编解码器: h264, 音频编解码器: aac
ID: 6476310640096029876, 名称: TNT Sports 2 UK, 接口: http://kstv.us:8080/4VUyfZBQzk/95104974615/47851, 来源: 订阅源, 协议类型: ipv4, 位置: 美国, 运营商: , 延迟: 165 ms, 速率: 8.58 M/s, 分辨率: 1920x1080, 帧率: 25.0, 视频编解码器: h264, 音频编解码器: aac
ID: -5117227457182645902, 名称: TNT Sports 3 UK, 接口: http://kstv.us:8080/4VUyfZBQzk/95104974615/47852, 来源: 订阅源, 协议类型: ipv4, 位置: 美国, 运营商: , 延迟: 143 ms, 速率: 1.65 M/s, 分辨率: 1920x1080, 帧率: 25.0, 视频编解码器: h264, 音频编解码器: aac
ID: -8722105884017139427, 名称: TNT Sports 4 UK, 接口: http://kstv.us:8080/4VUyfZBQzk/95104974615/47853, 来源: 订阅源, 协议类型: ipv4, 位置: 美国, 运营商: , 延迟: 160 ms, 速率: 1.69 M/s, 分辨率: 1920x1080, 帧率: 25.0, 视频编解码器: h264, 音频编解码器: aac
ID: 8463429803884218780, 名称: Premier Sports 1 UK, 接口: http://iptvtree.net:8080/live/7e4b0dbd/1dd755dc3f/1097.ts, 来源: 订阅源, 协议类型: ipv4, 位置: 罗马尼亚, 运营商: , 延迟: 238 ms, 速率: 3.78 M/s, 分辨率: 1920x1080, 帧率: 25.0, 视频编解码器: h264, 音频编解码器: aac
ID: 449872115227225387, 名称: Premier Sports 2 UK, 接口: http://iptvtree.net:8080/live/7e4b0dbd/1dd755dc3f/4723.ts, 来源: 订阅源, 协议类型: ipv4, 位置: 罗马尼亚, 运营商: , 延迟: 234 ms, 速率: 0.79 M/s, 分辨率: 1280x720, 帧率: 25.0, 视频编解码器: h264, 音频编解码器: aac
ID: 6399952390686750790, 名称: Sport TV 1 PT, 接口: http://kstv.us:8080/4VUyfZBQzk/95104974615/48496, 来源: 订阅源, 协议类型: ipv4, 位置: 美国, 运营商: , 延迟: 485 ms, 速率: 1.07 M/s, 分辨率: 1280x720, 帧率: 50.0, 视频编解码器: hevc, 音频编解码器: aac
ID: -1605270361479347744, 名称: EuroSport 1 UK, 接口: http://iptvtree.net:8080/7e4b0dbd/1dd755dc3f/46693, 来源: 订阅源, 协议类型: ipv4, 位置: 罗马尼亚, 运营商: , 延迟: 282 ms, 速率: 1.33 M/s, 分辨率: 1920x1080, 帧率: 50.0, 视频编解码器: h264, 音频编解码器: aac
ID: -2341035021847504878, 名称: Sport TV 2 PT, 接口: http://kstv.us:8080/4VUyfZBQzk/95104974615/48497, 来源: 订阅源, 协议类型: ipv4, 位置: 美国, 运营商: , 延迟: 500 ms, 速率: 0.93 M/s, 分辨率: 1280x720, 帧率: 25.0, 视频编解码器: h264, 音频编解码器: aac
ID: 8205176679495644926, 名称: Cosmote Sport 4 GR, 接口: http://f31d0b76.edemist.com/iptv/F5GDYXTUM2QBV3/31582/index.m3u8, 来源: 订阅源, 协议类型: ipv4, 位置: 罗马尼亚, 运营商: , 延迟: 1753 ms, 速率: 1.99 M/s, 分辨率: 1920x1080, 帧率: 50.0, 视频编解码器: h264, 音频编解码器: aac
ID: 8132804687306409406, 名称: Cosmote Sport 5 GR, 接口: http://f31d0b76.edemist.com/iptv/F5GDYXTUM2QBV3/31583/index.m3u8, 来源: 订阅源, 协议类型: ipv4, 位置: 罗马尼亚, 运营商: , 延迟: 1321 ms, 速率: 0.74 M/s, 分辨率: 1920x1080, 帧率: 25.0, 视频编解码器: h264, 音频编解码器: aac
ID: 7969178311555004101, 名称: Cosmote Sport 3 GR, 接口: http://f31d0b76.edemist.com/iptv/F5GDYXTUM2QBV3/31581/index.m3u8, 来源: 订阅源, 协议类型: ipv4, 位置: 罗马尼亚, 运营商: , 延迟: 1956 ms, 速率: 2.38 M/s, 分辨率: 1920x1080, 帧率: 50.0, 视频编解码器: h264, 音频编解码器: aac
ID: -7753553601721900278, 名称: Sport TV+ PT, 接口: http://kstv.us:8080/4VUyfZBQzk/95104974615/48501, 来源: 订阅源, 协议类型: ipv4, 位置: 美国, 运营商: , 延迟: 504 ms, 速率: 3.07 M/s, 分辨率: 1920x1080, 帧率: 25.0, 视频编解码器: h264, 音频编解码器: mp2
ID: 8428288476479513074, 名称: Cosmote Sport 8 GR, 接口: http://f31d0b76.edemist.com/iptv/F5GDYXTUM2QBV3/31586/index.m3u8, 来源: 订阅源, 协议类型: ipv4, 位置: 罗马尼亚, 运营商: , 延迟: 1622 ms, 速率: 1.94 M/s, 分辨率: 1920x1080, 帧率: 50.0, 视频编解码器: h264, 音频编解码器: 未知
ID: 4317304738558248005, 名称: Cosmote Sport 6 GR, 接口: http://f31d0b76.edemist.com/iptv/F5GDYXTUM2QBV3/31584/index.m3u8, 来源: 订阅源, 协议类型: ipv4, 位置: 罗马尼亚, 运营商: , 延迟: 1758 ms, 速率: 2.91 M/s, 分辨率: 1920x1080, 帧率: 25.0, 视频编解码器: h264, 音频编解码器: aac
ID: -8421666523915629394, 名称: Cosmote Sport 7 GR, 接口: http://f31d0b76.edemist.com/iptv/F5GDYXTUM2QBV3/31585/index.m3u8, 来源: 订阅源, 协议类型: ipv4, 位置: 罗马尼亚, 运营商: , 延迟: 1946 ms, 速率: 2.56 M/s, 分辨率: 1920x1080, 帧率: 25.0, 视频编解码器: h264, 音频编解码器: aac
ID: 2450930649165266632, 名称: Cosmote Sport 9 GR, 接口: http://f31d0b76.edemist.com/iptv/F5GDYXTUM2QBV3/31587/index.m3u8, 来源: 订阅源, 协议类型: ipv4, 位置: 罗马尼亚, 运营商: , 延迟: 1330 ms, 速率: 1.11 M/s, 分辨率: 1920x1080, 帧率: 25.0, 视频编解码器: h264, 音频编解码器: mp2
ID: -7413085015690959820, 名称: Ziggo Sport NL, 接口: https://xemzi.short.gy/140001, 来源: 订阅源, 协议类型: ipv4, 位置: 美国, 运营商: , 延迟: 2335 ms, 速率: 2.02 M/s, 分辨率: 1920x1080, 帧率: 50.0, 视频编解码器: h264, 音频编解码器: mp2
ID: -5637464057500479253, 名称: Ziggo Sport 3 NL, 接口: https://xemzi.short.gy/140003, 来源: 订阅源, 协议类型: ipv4, 位置: 美国, 运营商: , 延迟: 1649 ms, 速率: 1.43 M/s, 分辨率: 1920x1080, 帧率: 25.0, 视频编解码器: h264, 音频编解码器: mp2
ID: 266241742686742391, 名称: Super Sport 1 AL, 接口: http://93.93.113.95:25461/TV-Berati/XtreamCodes/494, 来源: 订阅源, 协议类型: ipv4, 位置: 西班牙, 运营商: , 延迟: 287 ms, 速率: 2.32 M/s, 分辨率: 1920x1080, 帧率: 25.0, 视频编解码器: h264, 音频编解码器: mp2
ID: -6597483320731406195, 名称: Ziggo Sport 4 NL, 接口: https://xemzi.short.gy/140004, 来源: 订阅源, 协议类型: ipv4, 位置: 美国, 运营商: , 延迟: 4555 ms, 速率: 0.74 M/s, 分辨率: 1920x1080, 帧率: 25.0, 视频编解码器: h264, 音频编解码器: mp2
ID: 8105129873304456850, 名称: Super Sport 3 AL, 接口: http://93.93.113.95:25461/TV-Berati/XtreamCodes/496, 来源: 订阅源, 协议类型: ipv4, 位置: 西班牙, 运营商: , 延迟: 323 ms, 速率: 3.03 M/s, 分辨率: 1920x1080, 帧率: 25.0, 视频编解码器: h264, 音频编解码器: mp2
ID: -47636159014398865, 名称: Super Sport 2 AL, 接口: http://93.93.113.95:25461/TV-Berati/XtreamCodes/495, 来源: 订阅源, 协议类型: ipv4, 位置: 西班牙, 运营商: , 延迟: 272 ms, 速率: 5.36 M/s, 分辨率: 1920x1080, 帧率: 25.0, 视频编解码器: h264, 音频编解码器: mp2
ID: -2286778111779582584, 名称: SKY Sport 1 NZ, 接口: http://iptvtree.net:8080/7e4b0dbd/1dd755dc3f/307979, 来源: 订阅源, 协议类型: ipv4, 位置: 罗马尼亚, 运营商: , 延迟: 297 ms, 速率: 1.04 M/s, 分辨率: 1280x720, 帧率: 50.0, 视频编解码器: h264, 音频编解码器: aac
ID: -5152147413642613533, 名称: SKY Sport 2 NZ, 接口: http://iptvtree.net:8080/7e4b0dbd/1dd755dc3f/307980, 来源: 订阅源, 协议类型: ipv4, 位置: 罗马尼亚, 运营商: , 延迟: 278 ms, 速率: 1.07 M/s, 分辨率: 1280x720, 帧率: 50.0, 视频编解码器: h264, 音频编解码器: aac
ID: -1554750128962152639, 名称: SKY Sport 3 NZ, 接口: http://iptvtree.net:8080/7e4b0dbd/1dd755dc3f/307981, 来源: 订阅源, 协议类型: ipv4, 位置: 罗马尼亚, 运营商: , 延迟: 227 ms, 速率: 1.16 M/s, 分辨率: 1280x720, 帧率: 50.0, 视频编解码器: h264, 音频编解码器: aac
ID: 3607854150179446088, 名称: SKY Sport 5 NZ, 接口: http://iptvtree.net:8080/7e4b0dbd/1dd755dc3f/307983, 来源: 订阅源, 协议类型: ipv4, 位置: 罗马尼亚, 运营商: , 延迟: 246 ms, 速率: 0.93 M/s, 分辨率: 1280x720, 帧率: 50.0, 视频编解码器: h264, 音频编解码器: aac
ID: -1450696715863272521, 名称: SKY Sport 4 NZ, 接口: http://iptvtree.net:8080/7e4b0dbd/1dd755dc3f/307982, 来源: 订阅源, 协议类型: ipv4, 位置: 罗马尼亚, 运营商: , 延迟: 274 ms, 速率: 1.23 M/s, 分辨率: 1280x720, 帧率: 50.0, 视频编解码器: h264, 音频编解码器: aac
ID: 5203716341651800577, 名称: Sportsnet One 4K CA, 接口: http://hardcoremedia.xyz/rabdsbmz/3731346838/260803, 来源: 订阅源, 协议类型: ipv4, 位置: 欧盟, 运营商: , 延迟: 1114 ms, 速率: 29.55 M/s, 分辨率: 3840x2160, 帧率: 59.94005994005994, 视频编解码器: hevc, 音频编解码器: ac3
ID: 8270640562908670198, 名称: TSN 4K CA, 接口: http://hardcoremedia.xyz/rabdsbmz/3731346838/260805, 来源: 订阅源, 协议类型: ipv4, 位置: 欧盟, 运营商: , 延迟: 1202 ms, 速率: 25.55 M/s, 分辨率: 3840x2160, 帧率: 59.94005994005994, 视频编解码器: hevc, 音频编解码器: ac3
ID: 1912950329322526332, 名称: Bloomberg TV 4K, 接口: https://d2d98ykcmmhgd4.cloudfront.net/v1/manifest/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-3jvz2ljlxc2im/b971dde4-82ac-449a-8612-5f12ec050ed4/0.m3u8, 来源: 订阅源, 协议类型: ipv4, 位置: 美国, 运营商: Amazon_EC2服务器, 延迟: 242 ms, 速率: 32.14 M/s, 分辨率: 3840x2160, 帧率: 59.94005994005994, 视频编解码器: hevc, 音频编解码器: aac
ID: -5551730616389042561, 名称: SKY Sport 8 Premier League NZ, 接口: http://iptvtree.net:8080/7e4b0dbd/1dd755dc3f/307986, 来源: 订阅源, 协议类型: ipv4, 位置: 罗马尼亚, 运营商: , 延迟: 277 ms, 速率: 1.12 M/s, 分辨率: 1280x720, 帧率: 50.0, 视频编解码器: h264, 音频编解码器: aac
ID: 3093503661542084983, 名称: NESN 4K, 接口: https://xemzi.short.gy/4000080, 来源: 订阅源, 协议类型: ipv4, 位置: 美国, 运营商: , 延迟: 1201 ms, 速率: 7.50 M/s, 分辨率: 3840x2160, 帧率: 59.94005994005994, 视频编解码器: hevc, 音频编解码器: ac3
ID: 4490360946554488535, 名称: HBO Comedy, 接口: http://23.237.104.106:8080/USA_HBO_COMEDY/index.m3u8, 来源: 订阅源, 协议类型: ipv4, 位置: 加拿大, 运营商: , 延迟: 563 ms, 速率: 4.29 M/s, 分辨率: 1920x1080, 帧率: 59.94005994005994, 视频编解码器: h264, 音频编解码器: aac
ID: -4291225871142224835, 名称: SKY Sport 9 NZ, 接口: http://iptvtree.net:8080/7e4b0dbd/1dd755dc3f/307987, 来源: 订阅源, 协议类型: ipv4, 位置: 罗马尼亚, 运营商: , 延迟: 274 ms, 速率: 1.12 M/s, 分辨率: 1280x720, 帧率: 50.0, 视频编解码器: h264, 音频编解码器: aac
ID: -1448967257204506901, 名称: HBO Movies, 接口: http://23.237.104.106:8080/USA_HBO_ZONE/index.m3u8, 来源: 订阅源, 协议类型: ipv4, 位置: 加拿大, 运营商: , 延迟: 721 ms, 速率: 5.62 M/s, 分辨率: 1920x1080, 帧率: 59.94005994005994, 视频编解码器: h264, 音频编解码器: aac
ID: 5438861827342054779, 名称: Paramount+ with Showtime, 接口: http://23.237.104.106:8080/USA_SHOWTIME/index.m3u8, 来源: 订阅源, 协议类型: ipv4, 位置: 加拿大, 运营商: , 延迟: 708 ms, 速率: 4.42 M/s, 分辨率: 1280x720, 帧率: 30.0, 视频编解码器: h264, 音频编解码器: aac
ID: -5915506719651020242, 名称: Showtime Next, 接口: http://totalplay.site:8080/SantiagoVallecillo07/CMHawSKdKy/595762, 来源: 订阅源, 协议类型: ipv4, 位置: 乌克兰, 运营商: , 延迟: 419 ms, 速率: 0.21 M/s, 分辨率: 1280x720, 帧率: 29.97002997002997, 视频编解码器: h264, 音频编解码器: aac
ID: -1525824148773798820, 名称: Showtime Women, 接口: http://totalplay.site:8080/SantiagoVallecillo07/CMHawSKdKy/595766, 来源: 订阅源, 协议类型: ipv4, 位置: 乌克兰, 运营商: , 延迟: 420 ms, 速率: 0.20 M/s, 分辨率: 1280x720, 帧率: 29.97002997002997, 视频编解码器: h264, 音频编解码器: aac
ID: 7942196911449380492, 名称: Showtime 2, 接口: http://bgdc.live:25461/catrinamcdermott/catrinamcdermott/14169, 来源: 订阅源, 协议类型: ipv4, 位置: 美国-弗吉尼亚州, 运营商: OVH数据中心, 延迟: 154 ms, 速率: 1.72 M/s, 分辨率: 1280x720, 帧率: 59.94005994005994, 视频编解码器: h264, 音频编解码器: aac
ID: 2404631782724748775, 名称: HBO Drama, 接口: http://epicboss.live/bjune@teksavvy.com/5193594414/24887, 来源: 订阅源, 协议类型: ipv4, 位置: 美国, 运营商: , 延迟: 589 ms, 速率: 1.67 M/s, 分辨率: 1920x1080, 帧率: 29.97002997002997, 视频编解码器: h264, 音频编解码器: aac
ID: 69453406133104669, 名称: Showtime Extreme, 接口: http://kstv.us:8080/4VUyfZBQzk/95104974615/23257, 来源: 订阅源, 协议类型: ipv4, 位置: 美国, 运营商: , 延迟: 147 ms, 速率: 0.53 M/s, 分辨率: 1280x720, 帧率: 59.94005994005994, 视频编解码器: h264, 音频编解码器: aac
ID: 2548144294523970256, 名称: SHOxBET, 接口: http://epicboss.live/bjune@teksavvy.com/5193594414/50999, 来源: 订阅源, 协议类型: ipv4, 位置: 美国, 运营商: , 延迟: 546 ms, 速率: 1.12 M/s, 分辨率: 1920x1080, 帧率: 29.97002997002997, 视频编解码器: h264, 音频编解码器: aac
ID: -5900806961891368096, 名称: Showtime Showcase, 接口: http://bgdc.live:25461/catrinamcdermott/catrinamcdermott/188733, 来源: 订阅源, 协议类型: ipv4, 位置: 美国-弗吉尼亚州, 运营商: OVH数据中心, 延迟: 228 ms, 速率: 2.33 M/s, 分辨率: 1280x720, 帧率: 59.94005994005994, 视频编解码器: h264, 音频编解码器: aac
ID: 7493635298018827582, 名称: Starz, 接口: http://bgdc.live:25461/catrinamcdermott/catrinamcdermott/14915, 来源: 订阅源, 协议类型: ipv4, 位置: 美国-弗吉尼亚州, 运营商: OVH数据中心, 延迟: 140 ms, 速率: 14.43 M/s, 分辨率: 1280x720, 帧率: 29.97002997002997, 视频编解码器: h264, 音频编解码器: aac
ID: 1750880777085725730, 名称: Showtime Family Zone, 接口: http://kstv.us:8080/4VUyfZBQzk/95104974615/23256, 来源: 订阅源, 协议类型: ipv4, 位置: 美国, 运营商: , 延迟: 168 ms, 速率: 0.82 M/s, 分辨率: 1280x720, 帧率: 29.97002997002997, 视频编解码器: h264, 音频编解码器: aac
ID: 1857336396701844840, 名称: Starz Encore Classic, 接口: http://212.102.60.231/STARZ_ENCORE_CLASSIC/index.m3u8, 来源: 订阅源, 协议类型: ipv4, 位置: 意大利, 运营商: , 延迟: 1578 ms, 速率: 1.16 M/s, 分辨率: 1920x1080, 帧率: 29.97002997002997, 视频编解码器: h264, 音频编解码器: aac
ID: -9051850606644190975, 名称: Starz Encore Action, 接口: http://bgdc.live:25461/catrinamcdermott/catrinamcdermott/14923, 来源: 订阅源, 协议类型: ipv4, 位置: 美国-弗吉尼亚州, 运营商: OVH数据中心, 延迟: 219 ms, 速率: 7.69 M/s, 分辨率: 1280x720, 帧率: 29.97002997002997, 视频编解码器: h264, 音频编解码器: aac
ID: 5612595397338119530, 名称: Starz Encore Family, 接口: http://bgdc.live:25461/catrinamcdermott/catrinamcdermott/216178, 来源: 订阅源, 协议类型: ipv4, 位置: 美国-弗吉尼亚州, 运营商: OVH数据中心, 延迟: 215 ms, 速率: 2.45 M/s, 分辨率: 1280x720, 帧率: 59.94005994005994, 视频编解码器: h264, 音频编解码器: aac
ID: -1511802591725872195, 名称: Starz Encore Black, 接口: http://bgdc.live:25461/catrinamcdermott/catrinamcdermott/216179, 来源: 订阅源, 协议类型: ipv4, 位置: 美国-弗吉尼亚州, 运营商: OVH数据中心, 延迟: 226 ms, 速率: 6.94 M/s, 分辨率: 1280x720, 帧率: 29.97002997002997, 视频编解码器: h264, 音频编解码器: aac
ID: 7464935161815157899, 名称: Cinemax, 接口: http://23.237.104.106:8080/USA_CINEMAX/index.m3u8, 来源: 订阅源, 协议类型: ipv4, 位置: 加拿大, 运营商: , 延迟: 767 ms, 速率: 5.67 M/s, 分辨率: 1920x1080, 帧率: 59.94005994005994, 视频编解码器: h264, 音频编解码器: aac
ID: 3769035376980468984, 名称: Cinemax Hits, 接口: http://23.237.104.106:8080/USA_MOREMAX/index.m3u8, 来源: 订阅源, 协议类型: ipv4, 位置: 加拿大, 运营商: , 延迟: 696 ms, 速率: 8.25 M/s, 分辨率: 1920x1080, 帧率: 59.94005994005994, 视频编解码器: h264, 音频编解码器: aac
ID: 1377511474303079683, 名称: Cinemax Classics, 接口: http://23.237.104.106:8080/USA_5STARMAX/index.m3u8, 来源: 订阅源, 协议类型: ipv4, 位置: 加拿大, 运营商: , 延迟: 647 ms, 速率: 8.40 M/s, 分辨率: 1920x1080, 帧率: 59.94005994005994, 视频编解码器: h264, 音频编解码器: aac
ID: -998666084438162955, 名称: Starz Cinema, 接口: http://fastream.xyz:8080/998742589tv1/58520km/206, 来源: 订阅源, 协议类型: ipv4, 位置: 北美地区, 运营商: , 延迟: 272 ms, 速率: 20.49 M/s, 分辨率: 1920x1080, 帧率: 59.94005994005994, 视频编解码器: h264, 音频编解码器: aac
ID: -3703728081143826947, 名称: Starz Encore Westerns, 接口: http://bgdc.live:25461/catrinamcdermott/catrinamcdermott/14922, 来源: 订阅源, 协议类型: ipv4, 位置: 美国-弗吉尼亚州, 运营商: OVH数据中心, 延迟: 228 ms, 速率: 5.75 M/s, 分辨率: 1280x720, 帧率: 29.97002997002997, 视频编解码器: h264, 音频编解码器: aac
ID: 8755851667548793900, 名称: Cinemax Action, 接口: http://bgdc.live:25461/catrinamcdermott/catrinamcdermott/13992, 来源: 订阅源, 协议类型: ipv4, 位置: 美国-弗吉尼亚州, 运营商: OVH数据中心, 延迟: 150 ms, 速率: 18.93 M/s, 分辨率: 1280x720, 帧率: 29.97002997002997, 视频编解码器: h264, 音频编解码器: aac
ID: -7529270342626196257, 名称: MGM+ Marquee, 接口: http://bgdc.live:25461/catrinamcdermott/catrinamcdermott/14167, 来源: 订阅源, 协议类型: ipv4, 位置: 美国-弗吉尼亚州, 运营商: OVH数据中心, 延迟: 132 ms, 速率: 2.67 M/s, 分辨率: 1280x720, 帧率: 29.97002997002997, 视频编解码器: h264, 音频编解码器: aac
ID: 1854214425383921765, 名称: MGM+, 接口: http://epicboss.live/bjune@teksavvy.com/5193594414/19074, 来源: 订阅源, 协议类型: ipv4, 位置: 美国, 运营商: , 延迟: 602 ms, 速率: 2.89 M/s, 分辨率: 1920x1080, 帧率: 29.97002997002997, 视频编解码器: h264, 音频编解码器: eac3
ID: -5623326233954572848, 名称: MGM+ Hits, 接口: http://kstv.us:8080/4VUyfZBQzk/95104974615/23326, 来源: 订阅源, 协议类型: ipv4, 位置: 美国, 运营商: , 延迟: 598 ms, 速率: 2.47 M/s, 分辨率: 1920x1080, 帧率: 29.97002997002997, 视频编解码器: h264, 音频编解码器: aac
ID: -5269486914248521126, 名称: MGM+ Drive-In, 接口: http://epicboss.live/bjune@teksavvy.com/5193594414/115154, 来源: 订阅源, 协议类型: ipv4, 位置: 美国, 运营商: , 延迟: 580 ms, 速率: 3.32 M/s, 分辨率: 1920x1080, 帧率: 29.97002997002997, 视频编解码器: h264, 音频编解码器: aac
ID: -5658460915623349144, 名称: ScreenPix Westerns, 接口: http://hardcoremedia.xyz/ymgiaxkw/5Hr5ZQuVfU/130054, 来源: 订阅源, 协议类型: ipv4, 位置: 欧盟, 运营商: , 延迟: 763 ms, 速率: 1.07 M/s, 分辨率: 1280x720, 帧率: 30.0, 视频编解码器: h264, 音频编解码器: aac
